column_a,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Widebodies,5039.931036660014,5424.0679103754655,5375.936888160951,4947.6751236930295,4803.635371653574,5630.542969072651,5882.481598516827,5885.229826693526,5529.934898417108,5890.390277459298,7200.253231911105,7747.360722769277,7986.431333035204,10946.046874881524,7054.399218417053,8451.996824033478,9989.580815108939,10666.936413670082,10603.877666819684,10567.407738183108,8373.220591432615
(Ex Fuel),3584.2836547062398,3713.3391920505974,3767.512238832425,3662.8088871695445,3572.0336887166186,3885.587395424027,4051.36465493962,4312.7158006892305,3728.8095492497678,3369.2070626003206,3411.86694449677,3279.2703611723773,3260.444439412723,3376.41508003306,3423.618761207111,3419.2222277707315,3669.6703693577156,3778.7088400153734,3964.575920170376,4256.025538070918,4279.589617034255
Pilots,976.976557375324,1101.5334154476384,1231.4325054855242,1274.1817377968748,1246.5889350042794,1342.5430988707565,1602.4363705847888,1741.924850583515,1291.2303664921467,1083.6156844760376,901.6862060461061,879.9681222008031,899.8171598068574,1003.3495598371284,1055.1048141328208,1018.8785841980683,953.7079009332904,1233.1295728280652,1350.1168998291728,1621.477783354492,1577.2475625217064
Salaries and Wages,758.6967121394421,858.4410506940504,990.3960244924351,979.7455062932619,949.3814891923612,994.4437561211606,1081.501870547678,1131.131902708642,739.2406850548746,652.9309791332263,583.6141087460165,581.0153426381002,594.9948204713088,646.8745023998545,655.7155263221376,654.3902044403607,684.019800283211,836.9915957855657,922.4856302160546,1086.772238788344,1096.3773693587873
Pilot Training,35.98476211857064,30.564512780768645,35.102432011501136,31.62519515329032,37.9065511333744,38.060344318972945,48.69740713192691,47.98308555446418,31.947857677102256,20.993350149048382,15.570655392926984,11.876988744358188,13.663011749699512,15.073967076878748,20.824119714062864,13.723611014012205,17.423188204711753,16.718513200925262,24.8107432854466,36.03486758584038,56.078095308013125
Benefits and Payroll Taxes,132.43872751061986,159.11607179927205,149.35724589754994,204.34410840467845,195.81454118683928,243.948163356815,408.31158002454055,503.0665756571828,462.3357196281654,347.4193992203623,243.21915241104355,227.09458559825867,223.03107151146006,267.79797244527344,305.27568489020047,277.4661579793662,183.35880463747768,252.2816100705548,312.039327829745,349.04115615127984,343.7510059098084
Per Diem/ Personnel,49.85635560669148,53.4117801735472,56.57680308403807,58.466927945644144,63.48635349170448,66.09083507380792,63.925512880643424,59.743286663226066,57.706104132004334,62.271955973400594,59.282289496118985,59.9812052200861,68.12825607438897,73.60311791512174,73.28948320641992,73.2986107643293,68.90610780788992,127.1378537710196,90.78119849792675,149.6295208290278,81.0410919450978
Purchased Goods,1513.4050561423326,1788.4374524267546,1683.40852508735,1356.389437697552,1309.2988711971666,1814.7368048426492,1934.5268832996176,1701.381790334127,1927.4552378917163,2660.081632653061,3953.0336367326095,4634.308384903199,4883.727600189444,7761.356657036919,3761.5548836872704,5187.667462322851,6521.27385766812,7016.682256883262,6736.832928215046,6406.110448466239,4215.9563413966125
Fuel/Oil,1455.6473819537741,1710.7287183248682,1608.424649328526,1284.8662365234852,1231.6016829369557,1744.9555736486247,1831.1169435772072,1572.5140260042951,1801.1253491673408,2521.1832148589774,3788.386287414335,4468.0903615969,4725.986893622481,7569.631794848464,3630.7804572099417,5032.774596262747,6319.910445751223,6888.227573654709,6639.301746649308,6311.382200112191,4093.6309743983606
Insurance,17.88627012161541,14.955298448593215,12.08866773559855,8.679620086243554,7.578312476486397,8.799721524065749,19.019735107076812,43.35658514658631,26.179918489460107,17.196055950470075,20.845025565936425,17.20088995405506,12.37614888361816,5.633781457807299,8.12339683024694,10.34657984359863,9.511338641158634,6.3434053383802125,3.5641880451224,2.756856898231525,2.492143314970479
Other (inc. Tax),39.871404066942844,62.75343565329311,62.89520802322547,62.8435810878232,70.11887578372432,60.98150966995882,84.3902046153336,85.51117918324537,100.1499702349152,121.70236184361384,143.80232375233763,149.0171333522439,145.36455768334494,186.09108073064763,122.65102964708153,144.546286216505,191.85207327573895,122.11127789017236,93.96699352061589,91.97139145581767,119.83322368328169
Maintenance,1196.1842156033943,1175.8705038958162,1224.818694601128,1158.6909032853298,1116.4685903229627,1225.06548904386,1205.5960090771703,1203.2447100737509,1111.8213179063698,1037.8720476954827,1280.7883590999393,1409.923026306903,1386.0796156770841,1370.6997869323568,1394.5164558590577,1330.9132401849652,1538.0548221361616,1420.5718346421863,1390.638907911471,1425.7609607038469,1445.8825605593
Labor,251.40925848624417,221.70516351356963,197.05545918392465,205.81936749609693,204.00589357687056,216.82183440121773,240.63502290611572,211.43556362062364,165.49768748187384,133.57303370786516,112.6454772664159,97.42797103211129,111.31552481173499,113.45472881265971,219.47444175518442,360.1031689754012,106.12225409819342,110.63252771795486,122.74688259596788,139.89507248088339,129.27606965272466
Materials,278.72624781201,245.7685760549151,227.53150586462857,193.89755469281297,236.23620472835137,196.93617473184892,246.10059108990788,167.98741405430602,196.3236304244959,175.12497133684934,234.6317941985812,186.3326830416669,188.03104320802458,211.7805175799762,161.34622033884676,107.06710477693328,227.1167980020159,208.96401197908736,236.98831302724955,226.92946768622124,207.73570760990185
Third Party,108.67689307174503,164.9373071121137,249.73290379120706,240.39815109047896,226.41857286106776,221.5373405548279,265.0713713822787,237.2683836382706,266.37842870880587,345.61614308644806,442.5052869929293,628.845548975453,589.607733253329,551.6613210193884,577.1431213463811,483.6838015720035,686.0071537296926,692.169360511069,724.6649308037898,739.0934722919311,822.7229025545166
Total Direct,638.8123993699992,632.4110466805985,674.3198688397604,617.7175393108191,571.9617427120945,634.9398798777538,601.9420848750152,616.6847020826743,561.7701830171111,585.0639761522586,775.3149377698114,912.4827055220761,888.0523651294127,876.7904127142998,957.9637834404124,950.8540553497057,1019.2458997661673,1003.3950415859964,1081.9614096611303,1105.5332585397537,1137.0904005850512
Burden,557.371816233395,543.4594572152179,550.4988257613678,540.9733639745107,544.506847610868,590.1256091661062,603.6539242021549,586.5600079910766,552.1614030803047,452.8117404265077,505.4734213301278,497.4403207848268,498.0272505476715,493.90937421805694,436.55267241864544,380.0591448859948,518.8089427742434,417.17679305619004,308.67764875868244,320.22767264031177,308.7923011545727
Aircraft Ownership,1339.6041097380025,1344.409538176232,1215.1769727783421,1139.7013559795582,1121.170561493599,1235.0053689216138,1232.3948221597916,1225.3150648442572,1265.5255445484102,1165.4739738592066,1028.8517369883657,814.9833374820784,793.1660411607428,786.6347444325652,836.5570949558952,749.611793022861,312.52172032304003,369.32860550951006,385.7909288622322,348.27632783206866,312.2380893219674
Rentals,790.4738686469365,759.3035968833469,696.2931477308721,643.5184545548049,621.6074835835706,669.3378526673511,579.1165077214376,592.7464331496495,563.8403828247829,525.5675303829397,400.7919323109548,263.686516964508,247.2305088391629,221.99601161635692,230.33579119191398,224.78054870314702,226.7199965720861,302.6894936442675,316.04926138031203,278.42378435830057,235.44123086653656
Depreciation and Amortization,549.130241091066,585.1059412928851,518.88382504747,496.18290142475337,499.56307791002854,565.6675162542626,653.2783144383541,632.5686316946077,701.6851617236274,639.9064434762669,628.0598046774109,551.2968205175704,545.9355323215799,564.6387328162083,606.2213037639813,524.831244319714,85.80172375095388,66.63911186524251,69.74166748192017,69.85254347376812,76.79685845543078
Other,13.761097800960435,13.817000429024178,21.10019020860583,18.711688933714658,10.108413635566507,13.192207393772051,-92.47248660454143,13.363410857875373,-66.09756842153466,-56.6530612244898,35.893293044084494,8.17785187629407,23.640916201075154,24.006126642554385,6.665969782009118,164.92574430473388,664.022514048325,627.2241438070583,740.4980020017629,765.7822178264611,821.8960376330278
Indicies,,,,,,,,,,,,,,,,,,,,,
Aircraft In Fleet,135.4027397260274,138.8169398907104,145.37808219178083,152.72054794520548,153.14246575342466,156.16666666666666,150.06575342465754,156.2958904109589,149.72602739726028,128.32513661202185,116.92054794520548,117,116.99178082191781,116.08767123287672,112.75342465753425,111.73150684931507,111.0027397260274,153.81967213114754,156.23561643835617,158.84931506849315,167.02739726027397
Seats Per Departure,296.43197327871707,297.65088419165374,294.1245770797167,284.3825251189107,280.05345399506797,279.6479662097987,276.4722644464475,266.0935137752119,260.9090134983387,264.94321705610173,273.20597176493703,272.59948424390143,273.3860041594184,271.3002221848131,269.94942623226063,271.5234563026517,273.1654591456615,267.7097490815921,266.6331372620849,266.6569224524955,265.43406710543763
Average Stage Length,2761.534903801223,2746.2263458074844,2800.4494362532523,2783.188998095375,2771.7970824728677,2889.589587254699,3079.946290076336,2914.879241435563,3016.255938521673,3141.3694766985245,3397.7887943999344,3348.08644390257,3476.022336234788,3671.613791130186,3553.261503168978,3525.262938847721,3724.9364896433576,4186.015199673498,4362.450120128136,4527.821170353923,4577.649636463138
Gallons of Fuel Per Block Hour,2525.0196682323144,2491.683345558216,2460.41309567378,2384.5019764787517,2317.1715717354127,2279.8416315621794,2179.7435983683836,2104.714337323322,1737.3088699952682,2160.029264847512,2243.774730407055,2235.2736840277175,2265.889867558791,2206.762694964476,2174.951728005918,2216.4291409909415,2212.576030312552,2121.623440434496,2171.287278282399,2159.3988087154203,2129.5118676180336
Load Factor,0.7324566775388683,0.7405362968811444,0.7395621593427605,0.7262514539858953,0.7275066650235004,0.739737541519723,0.7167909808504868,0.7575376114062358,0.7731569321080728,0.8106042327700579,0.8203601740316085,0.8285982241449649,0.8288241523273732,0.797641935639198,0.8092992099314682,0.8386468929509363,0.8192134080846798,0.8162871234929644,0.8224602512831714,0.8127046011513134,0.8047953628127663
Daily Utilization per Aircraft,,,,,,,,,,,,,,,,,,,,,
Block Hours ,11.53652219659261,11.37748735410475,11.48316152497974,11.685969538776169,11.93564949818416,11.861644243049845,11.560904808850914,10.529203477773104,9.590192131747484,11.606553537590223,12.066337051270034,12.135089567966281,12.410917521427567,12.450014160294534,12.087279795893572,12.275881516355254,12.096307631552966,12.247948417350528,11.651088976957878,11.683684028975508,11.618371196588205
Airborne Hours,10.697401966735463,10.534217725903911,10.631815012343816,10.787758104156575,10.96359375279532,10.895585842503982,10.702066673969401,9.662792735941665,8.150759377859103,10.795303085144889,10.9073718249133,11.992038402997308,12.429160226687273,12.460115170395543,12.119037783987364,12.236452356431759,12.149323723960904,12.255817258161924,11.64730123101743,11.708192480165573,11.650012302140572
Departures,1.9918659706203716,1.967051784202964,1.955599947232535,1.9968067739447104,2.0357979855806216,1.9426666899942266,1.7937342534779275,1.7192539615762166,1.51676120768527,1.7621521493814805,1.7138907114068795,1.747757873785271,1.7299189733501943,1.6496743132257152,1.6523630178593123,1.690917561669364,1.5848060025668873,1.4362321929731074,1.313786693788798,1.2738530527768195,1.258853440498647
Total Fleet,3013.6372235742983,3238.0572444300806,3318.686063318879,3169.022090906497,3118.5315443186664,3568.041499929473,3927.805805117215,3920.1549785788798,3477.891627184689,3614.7633480235622,4237.556854817153,4617.852589388201,4898.795393262622,6722.108873217767,4701.393174355708,5686.55363637745,6711.159654088163,6446.190258138906,6437.552279528516,6408.145425850025,5164.236442844022
(Ex Fuel),2231.4731985187154,2317.2865405276984,2433.925957010304,2431.9782075886624,2421.149254305312,2568.8127650415026,2853.243143803765,2998.259164450349,2426.3506519604307,2193.310777778402,2133.2456531771595,2141.9961232753567,2287.3150218967753,2403.4987909864767,2530.235928925722,2634.0037310701023,2854.1715211626515,2571.3665712231295,2781.413738402754,2920.636777718417,2886.523072732064
Pilots,672.4240895962822,724.4886966441494,791.8473446169628,817.722278111427,810.2590703463128,888.5491718174206,1086.0923946269884,1186.1398436949723,838.1173014205929,705.7864040373183,602.1362900929424,595.3069091480126,612.5003990824621,681.2504162083591,754.3707333080467,741.3487797701682,697.3983518150377,773.8826761705626,928.9622922550963,1100.5300291406688,1100.3018420077199
Salaries and Wages,510.4074718233365,552.9804827984883,623.4554949410174,616.3594370897673,605.6951426713559,649.9513214385388,719.8132337197326,757.7996990297901,487.208055894239,429.8416837076387,385.5495756549555,385.5140399070825,396.8508470559078,434.59041652984416,465.13410623411147,473.19820118493595,492.5568566707235,520.9168464278555,633.2426401949809,738.4898203714729,766.5658219293298
Pilot Training,28.81312982875919,23.094377226116173,25.572341119970158,22.912107896714335,26.178847861502856,25.807617666457173,32.154801896248536,31.253807756435204,18.687022702295145,13.222738574034617,11.900644672803187,9.11388159057878,11.461107181915043,11.193421496788593,15.4974289413323,9.674239316168476,11.145670570012172,6.687667922696252,11.398194116358157,22.469608533250483,34.709047184514866
Benefits and Payroll Taxes,91.13249515055627,102.825285890307,94.54189397118478,128.46072070953974,124.37334377469043,157.1142089205351,272.7175904623235,341.8515683200834,287.6821104527622,219.8609783620948,161.82116521145247,154.9899342965144,153.35535005890188,180.63844640040048,218.3304094363599,203.2013092588832,141.49373811061895,193.890142466489,220.17224029823413,237.44752021542,241.9964623150587
Per Diem/ Personnel,42.070992793630296,45.5885507292379,48.27761458479041,49.99001241540561,54.01173603876354,55.676023791889556,61.406768548683814,55.23476858866359,44.540112371296516,42.86100339355016,42.86490455373128,45.689053353836854,50.83309478573736,54.82813178132585,55.408788696243086,55.27503001018068,52.202086463683194,52.388019353521756,64.14921764552274,102.12308002052552,57.03051057881676
Purchased Goods,844.0689586699459,1012.932755060131,970.4322282836761,817.2416963765224,782.2828465749785,1090.6227879508374,1155.9374876090062,1016.2880717804182,1142.1903682210118,1516.8627719424971,2211.3455430951058,2586.745853405541,2715.8375942713947,4445.93711751887,2268.9816933714446,3165.582142250329,3987.9758090132673,3979.7005022279354,3752.898906234523,3583.3004512675197,2392.724750545948
Fuel/Oil,782.1640250555828,920.7707039023823,884.7601063085747,737.0438833178348,697.3822900133547,999.2287348879703,1074.56266131345,921.8958141285308,1051.5409752242579,1421.4525702451601,2104.3112016399937,2475.856466112844,2611.480371365847,4318.61008223129,2171.157245429986,3052.5499053073477,3856.9881329255113,3874.8236869157763,3656.138541125762,3487.5086481316084,2277.7133701119583
Insurance,10.97231408489873,8.651013276621777,6.642887117079312,4.512757610607403,3.9482838184602262,4.572377062368517,10.4563850848858,25.457020744528528,14.4707970583918,9.130351048281591,9.349337598421975,7.884845574642439,6.081205028817812,2.988088977884123,4.518367409298856,5.934176519261079,5.252806161599218,8.584033528450082,2.370963288019906,2.0808978749443408,2.2372489270833484
Other (inc. Tax),50.93261952946442,83.51103788112695,79.02923485802211,75.68505544808019,80.95227274316359,86.82167600049864,70.91844121067041,68.93523690735886,76.17859593836208,86.27985064905542,97.6850038566904,103.00454171805454,98.27601787672978,124.33894630969576,93.30608053216032,107.09806042372024,125.73486992615646,96.29278178370913,94.38940182074133,93.71090526096715,112.77413150690639
Maintenance,729.9322930224815,762.2919125433922,859.8852986431668,856.6838229665527,874.9777130631167,890.1387198810837,961.2303669025143,936.2574503494267,837.0811195530714,798.566259539411,868.2261078847771,936.0158829269752,1049.517610764999,1046.9201729589715,1087.6292255071871,1161.0210851736585,1368.5620317859143,1033.8237917381573,1018.439913435246,1014.0834564022945,971.5559859296452
Labor,153.28095061446047,149.99466164957914,146.65501002471208,151.16039426726232,152.45007726138118,155.62344145567232,167.76552689502674,185.09462258675,126.12873679518103,95.75910953407266,81.86002668589738,79.6090586524189,84.15201605637263,90.62664330541772,173.59843923021685,287.94088719625483,90.31077102078254,96.70177296943416,102.34220091787454,100.7538606956133,111.05079216454513
Materials,145.93874215284183,145.53449391957076,162.3243344057444,157.60317899608694,184.3116570293873,159.60356628156612,176.75205194857887,131.8757477341118,141.463470120534,127.58073027483006,127.10713307709344,115.73769668715772,146.42998416116114,157.3026483481408,140.85123597476039,98.08300905761817,189.60954648145704,148.30711854307924,138.0851375160958,121.56302041958189,105.05846149036795
Third Party,56.173525865428736,69.64142636875786,116.52725322888982,133.464024992062,145.58570070129562,144.9771359579065,184.07599379228498,156.4119662136004,181.90814542945216,276.31355116148507,365.4413264832984,420.2176157555901,479.2717922022263,463.7841319558463,441.6614466082684,464.8829361214829,692.1950126165739,491.28447874772195,530.5257668214467,534.0833169010978,506.6673452253534
Total Direct,354.36874740362737,365.1705819379078,425.5065976593463,434.02917280604925,453.71090609071393,456.66400232242245,479.60684471583477,472.67695367146126,428.7322994625179,477.22622867409405,562.3147343029427,615.4383161191732,709.5312796775305,709.9303295910939,756.1111218132456,850.9068185616939,972.1151373903857,734.1689700005701,767.9572301379812,755.3438911860505,710.8409351754403
Burden,375.5635456188542,397.1213306054844,434.3787009838206,422.6546501605034,421.26680697240266,433.4747175586612,481.6235221866796,463.58049667796547,408.94788812269087,321.3410525573718,305.91137358183437,320.57756680780193,339.9863310874686,336.98984336787765,331.5181036939414,310.1142735187956,396.4468943955288,299.65482173758727,250.482724568602,258.7395614459412,260.7151251847739
Aircraft Ownership,760.0801004120113,731.8181074922546,683.6779036695109,663.0977093780475,644.9782724215326,698.2925622522666,750.4465368382517,772.4291956527439,678.1309294058448,602.4892505224677,533.4757453995193,494.5371725975711,511.9126791339126,538.0850741367551,587.4535259806127,535.586106771319,304.89681534118284,329.4924206062412,313.82987504539847,297.8206029694149,259.3552712473224
Rentals,498.6369197894351,459.1000599241858,439.0418240313331,405.45562183245227,383.9589116283623,398.23290567229253,395.7524364728154,439.8494017870042,343.2074839088485,296.4700028658462,221.7776997105573,222.37112614631243,222.06517463036846,231.35214327212105,231.63707452649143,224.96872586925926,230.35283578467238,288.9066657839519,272.98458928265916,258.9985359914972,218.55892370420102
Depreciation and Amortization,261.4431806225762,272.71804756806876,244.63607963817785,257.64208754559525,261.0193607931702,300.0596565799741,354.6941003654363,332.5797938657397,334.92344549699624,306.0192476566216,311.698045688962,272.16604645125864,289.84750450354414,306.7329308646341,355.8164514541212,310.6173809020598,74.54397955651046,40.58575482228928,40.84528576273934,38.82206697791772,40.79634754312135
Other,7.131781873577089,6.5257726901534845,12.84328810556255,14.27658407394708,6.033641912726103,0.438258027864756,-25.900980859545378,9.040417101318583,-17.628091415831754,-8.941338018131969,22.37316834480885,5.246771310101116,9.027110009853955,9.916092394811232,2.9579961884163195,83.01552241197564,352.3266461327599,329.2908673960098,423.4212925582523,412.41088607012733,440.298593113387
Indicies,,,,,,,,,,,,,,,,,,,,,
Aircraft In Fleet,552.7013698630137,560.8524590163935,569.1424657534246,573.2438356164383,586.8904109589041,601.3032786885246,597.1808219178082,556.3808219178082,550.9369863013699,518.568306010929,462.46849315068494,460.0054794520548,453.17534246575343,445.172602739726,382.07397260273973,360.413698630137,358.4958904109589,697.275956284153,698.0465753424658,697.241095890411,708.2794520547945
Seats Per Departure,194.17270409828433,194.0183878030715,194.71413576702582,194.51787061978143,192.20165526823158,189.66492988699613,187.7728652055269,186.92465430583263,180.93342968923596,182.82228197337702,186.32521062019745,186.05215637917712,187.89702780701725,189.9347907639068,195.03252056731557,197.21690690453312,197.76893125052848,187.0593705969355,186.88789726166854,189.02220357525553,191.77985148708396
Average Stage Length,1045.8201966027375,1068.0897164745106,1087.53149613201,1114.604440651146,1120.9719428443218,1145.2464142844412,1181.3700885834585,1224.0447560619339,1255.1292750943278,1293.051932404461,1367.6716509002135,1363.616770745788,1370.988401455945,1401.7156218768985,1446.4374072014011,1541.1980523123182,1614.4478625734996,1660.681090753983,1701.9881386384375,1720.32609382548,1684.1695092958748
Gallons of Fuel Per Block Hour,1394.048699430317,1386.5960321147465,1382.2388184827714,1371.7608274702513,1339.3435767299907,1337.7348215414174,1300.6069687410381,1263.9285840981408,1058.9461039182625,1203.5882003762893,1237.806306861636,1223.0492452992444,1236.7415828773871,1241.3931469714958,1288.9379797277952,1339.2906235625157,1343.7613879302037,1191.1182951835035,1202.2110038389847,1199.242445161891,1192.5708009622383
Load Factor,0.7051258156610684,0.7166228371851252,0.7180334570047578,0.7161148036150646,0.7101012568185474,0.7233007239681369,0.7075274451246732,0.7353782642351767,0.7644229223418053,0.7925811426512335,0.8145118728214832,0.8209911554990336,0.8273612323235957,0.8101135057955599,0.818619096851531,0.8409694337888337,0.8374669017265594,0.8293963489233831,0.8384052060370673,0.8361588790286215,0.8348240478676208
Daily Utilization per Aircraft,,,,,,,,,,,,,,,,,,,,,
Block Hours ,10.035189554665502,10.129457500292295,10.324111737437242,10.551540380626475,10.682426534089583,10.53389949881178,9.950470475430219,9.577765303157884,9.180877409344976,10.31390018756981,10.859994905243452,11.150546151921954,11.172239720934169,10.720274727979913,10.794804133173667,11.005936860989273,10.70633774292898,10.65381284702766,10.460847688461342,10.421925161006394,10.393962602795893
Airborne Hours,8.730142364278066,8.814611832105694,8.978366877349726,9.16751579571198,9.206932287654926,9.039181740936126,8.62309206270559,8.326434540252809,8.25048236628011,8.704408944340239,9.430655031664505,10.864569808578814,11.20162748097141,10.7360974348875,10.828470424575316,11.012679493124338,10.749065731251576,10.663855832415763,10.466122682868434,10.430385118647663,10.401648602440025
Departures,3.87072213189515,3.8281889395533732,3.8443127608466474,3.83582496152633,3.8282846672735333,3.6711151097116006,3.4093572080689634,3.2025467921350805,2.990476995604002,3.240379143922949,3.261449872927293,3.3590665983728605,3.3301996868368713,3.1406011520850767,3.119829051248772,3.048939194684951,2.847674072036132,2.7283730990623147,2.6279559004187814,2.5866566074508928,2.6342090808519196
Note: Shaded data means data appear questionable.,,,,,,,,,,,,,,,,,,,,,
